PERIODO,ESTACION,PRECIPITACION,MEDIA,MINIMA,MAXIMA,RADIACION,PM10,PM25,LLUVIA_BIN
2013-01-09,APODACA (DGE),93.7592777,20.24335385,15.24335385,25.24335385,214.3298815,52.31445923,28.23244769,1
2013-01-10,APODACA (DGE),46.76498544,16.25407782,11.25407782,21.25407782,208.2211129,57.21135363,20.4186295,1
2013-01-11,APODACA (DGE),50.33164202,17.41219419,12.41219419,22.41219419,178.7131773,50.79597862,27.77028886,1
2013-01-12,APODACA (DGE),0.0,14.06006296,9.060062958,19.06006296,137.7142468,58.76455646,17.19253389,0
2014-01-01,APODACA (DGE),17.91028128,14.41155658,9.411556582,19.41155658,173.5237251,43.72266094,23.55980563,1
2014-01-02,APODACA (DGE),11.27797018,13.02438269,8.024382687,18.02438269,214.1544808,53.38023481,18.96489176,1
2014-01-03,APODACA (DGE),0.0,25.35278605,20.35278605,30.35278605,205.8173968,38.46649489,30.68657271,0
2014-01-04,APODACA (DGE),15.07829314,24.12414885,19.12414885,29.12414885,248.2493746,39.74247316,30.50410699,1
2014-01-05,APODACA (DGE),45.92056447,29.99221563,24.99221563,34.99221563,268.7261861,67.61188125,24.99843164,1
2014-01-06,APODACA (DGE),32.27188812,30.89894783,25.89894783,35.89894783,301.2907057,39.85240507,23.19268617,1
2014-01-07,APODACA (DGE),70.88770672,28.82039353,23.82039353,33.82039353,248.5667165,61.21857856,36.60020361,1
2014-01-08,APODACA (DGE),72.94197189,24.19186342,19.19186342,29.19186342,221.7655921,52.57975981,30.51938672,1
2014-01-09,APODACA (DGE),71.76853235,21.99519232,16.99519232,26.99519232,211.1609252,39.07836367,29.17375663,1
2014-01-10,APODACA (DGE),63.70657432,14.90854043,9.908540427,19.90854043,218.8475847,55.74071221,31.99797323,1
2014-01-11,APODACA (DGE),9.868083773,12.34014846,7.340148459,17.34014846,174.4641902,55.02784427,33.98180411,1
2014-01-12,APODACA (DGE),20.59118371,13.51463745,8.514637446,18.51463745,154.6044619,62.30000573,20.17647287,1
2015-01-01,APODACA (DGE),19.78601217,14.50302747,9.503027471,19.50302747,200.5574609,56.7893129,24.31502255,1
2015-01-02,APODACA (DGE),0.0,17.31818425,12.31818425,22.31818425,201.4247504,50.77156496,22.03094296,0
2015-01-03,APODACA (DGE),0.0,22.15715406,17.15715406,27.15715406,188.0689886,54.58168115,20.10139388,0
2015-01-04,APODACA (DGE),0.0,22.62531131,17.62531131,27.62531131,218.0916125,36.44552497,21.45489521,0
2015-01-05,APODACA (DGE),59.29888706,27.87644388,22.87644388,32.87644388,265.9675218,54.00481387,25.65532593,1
2015-01-06,APODACA (DGE),48.83834809,27.60941247,22.60941247,32.60941247,291.7639132,68.07196644,16.58670653,1
2015-01-07,APODACA (DGE),49.28058729,28.36858255,23.36858255,33.36858255,248.8332033,55.05965553,21.35863899,1
2015-01-08,APODACA (DGE),102.475841,28.38109719,23.38109719,33.38109719,248.1886105,60.26986263,30.52950212,1
2015-01-09,APODACA (DGE),56.18180383,20.36756551,15.36756551,25.36756551,221.1721459,58.61636124,25.69530199,1
2015-01-10,APODACA (DGE),26.34505277,16.39435111,11.39435111,21.39435111,193.890407,49.24334396,34.86271088,1
2015-01-11,APODACA (DGE),9.210180864,16.08297525,11.08297525,21.08297525,199.0354264,72.71449745,22.97801288,1
2015-01-12,APODACA (DGE),17.37144179,15.13952071,10.13952071,20.13952071,172.932226,49.01154799,27.17987695,1
2016-01-01,APODACA (DGE),0.0,16.43593575,11.43593575,21.43593575,178.5913984,47.77525103,35.23431098,0
2016-01-02,APODACA (DGE),0.0,17.19384802,12.19384802,22.19384802,224.8732995,41.67938695,22.24942359,0
2016-01-03,APODACA (DGE),0.0,23.68146896,18.68146896,28.68146896,223.1170376,37.07374653,22.33915718,0
2016-01-04,APODACA (DGE),0.889683502,25.84555791,20.84555791,30.84555791,251.3876549,54.18205756,16.11994123,1
2016-01-05,APODACA (DGE),45.95911481,29.43334092,24.43334092,34.43334092,284.0692509,54.44198327,30.50661479,1
2016-01-06,APODACA (DGE),56.99817967,32.69245151,27.69245151,37.69245151,277.8337595,49.02084754,36.3621736,1
2016-01-07,APODACA (DGE),77.97657299,30.07569207,25.07569207,35.07569207,244.1567039,37.11692383,26.46357741,1
2016-01-08,APODACA (DGE),72.18281797,24.77175487,19.77175487,29.77175487,247.1147405,65.88626928,28.47701237,1
2016-01-09,APODACA (DGE),47.52588851,21.77698235,16.77698235,26.77698235,207.9255028,46.12300084,22.93192167,1
2016-01-10,APODACA (DGE),42.83531626,15.48972926,10.48972926,20.48972926,193.0851798,44.39392363,10.35275655,1
2016-01-11,APODACA (DGE),60.79458037,17.24933608,12.24933608,22.24933608,171.0542189,50.1881905,19.14172826,1
2016-01-12,APODACA (DGE),35.43584317,17.79457739,12.79457739,22.79457739,172.3504059,60.23530644,25.87643389,1
2017-01-01,APODACA (DGE),0.0,14.24815003,9.248150032,19.24815003,178.6776493,45.45452281,23.90673361,0
2017-01-02,APODACA (DGE),0.0,17.838243,12.838243,22.838243,195.7838774,39.39394934,21.41491925,0
2017-01-03,APODACA (DGE),0.0,23.9556311,18.9556311,28.9556311,188.4152959,61.53590343,31.93174699,0
2017-01-04,APODACA (DGE),5.467291195,20.79372582,15.79372582,25.79372582,239.5803416,49.35815839,19.9470089,1
2017-01-05,APODACA (DGE),22.27172409,31.98859363,26.98859363,36.98859363,273.2751776,40.75435886,17.01200415,1
2017-01-06,APODACA (DGE),45.09474024,29.57308644,24.57308644,34.57308644,277.4429878,44.64683287,27.55749788,1
2017-01-07,APODACA (DGE),93.66832675,30.55920528,25.55920528,35.55920528,262.5799426,48.16849529,23.21663433,1
2017-01-08,APODACA (DGE),87.70961369,24.74537311,19.74537311,29.74537311,245.6783406,50.51197902,22.49107904,1
2017-01-09,APODACA (DGE),44.05403293,22.64594901,17.64594901,27.64594901,219.0849404,55.00240469,22.33199847,1
2017-01-10,APODACA (DGE),68.31231948,16.24645244,11.24645244,21.24645244,220.6806043,32.5236349,27.17385032,1
2017-01-11,APODACA (DGE),37.13146024,13.48068263,8.480682634,18.48068263,183.0646389,62.7951867,13.9159058,1
2017-01-12,APODACA (DGE),17.54117211,9.013458359,4.013458359,14.01345836,155.5150279,66.29166365,22.09108983,1
2018-01-01,APODACA (DGE),0.0,14.67592131,9.675921312,19.67592131,207.7173249,31.68317753,19.74345044,0
2018-01-02,APODACA (DGE),12.46147525,21.71540469,16.71540469,26.71540469,193.4485316,37.60947297,35.47921751,1
2018-01-03,APODACA (DGE),19.27561972,23.35789398,18.35789398,28.35789398,207.8139648,49.50970659,24.19819959,1
2018-01-04,APODACA (DGE),14.96276957,28.90200288,23.90200288,33.90200288,258.1912556,39.22623923,31.88248225,1
2018-01-05,APODACA (DGE),34.6969821,30.30233482,25.30233482,35.30233482,285.2993831,38.8841975,24.82087211,1
2018-01-06,APODACA (DGE),42.02818173,26.86428115,21.86428115,31.86428115,275.2006497,75.11556552,15.79961128,1
2018-01-07,APODACA (DGE),64.15680699,30.2092891,25.2092891,35.2092891,265.1474432,48.86871947,18.50391818,1
2018-01-08,APODACA (DGE),73.49180114,24.48647205,19.48647205,29.48647205,212.1511744,61.94592221,29.7919291,1
2018-01-09,APODACA (DGE),65.4159308,22.45814938,17.45814938,27.45814938,236.1147702,52.24339657,29.52008777,1
2018-01-10,APODACA (DGE),45.53776699,20.62396748,15.62396748,25.62396748,199.8117859,51.94051944,18.64969456,1
2018-01-11,APODACA (DGE),34.30433781,13.40788693,8.407886935,18.40788693,167.1244889,41.84624372,19.66882534,1
2018-01-12,APODACA (DGE),41.87157105,16.66267812,11.66267812,21.66267812,198.8055125,37.7710498,25.35626875,1
2019-01-01,APODACA (DGE),0.0,13.68040702,8.680407015,18.68040702,162.9268251,62.39584006,23.01885161,0
2019-01-02,APODACA (DGE),6.025690005,19.20824178,14.20824178,24.20824178,229.5545813,35.20555777,31.2961662,1
2019-01-03,APODACA (DGE),12.5555969,20.05324232,15.05324232,25.05324232,235.107,53.36144963,23.8626187,1
2019-01-04,APODACA (DGE),0.0,24.5617811,19.5617811,29.5617811,275.7471814,50.00682819,28.91065001,0
2019-01-05,APODACA (DGE),18.13650927,27.36849734,22.36849734,32.36849734,279.5310423,36.50423788,22.92393116,1
2019-01-06,APODACA (DGE),50.51041117,30.2227452,25.2227452,35.2227452,267.3136007,53.95819781,28.46427878,1
2019-01-07,APODACA (DGE),75.66057933,26.95659561,21.95659561,31.95659561,259.0389437,61.94762862,29.47323594,1
2019-01-08,APODACA (DGE),49.40710823,26.7029598,21.7029598,31.7029598,215.3266213,50.46934902,34.48883508,1
2019-01-09,APODACA (DGE),50.42262539,20.33135391,15.33135391,25.33135391,231.4604467,34.57198485,21.83622485,1
2019-01-10,APODACA (DGE),58.94661706,16.7314283,11.7314283,21.7314283,191.4604502,57.4418571,27.10773042,1
2019-01-11,APODACA (DGE),34.00227594,14.39355221,9.393552211,19.39355221,182.2496465,48.7626732,27.28902805,1
2019-01-12,APODACA (DGE),2.546019623,13.63486205,8.634862051,18.63486205,155.1506331,49.6499239,20.94499568,1
2020-01-01,APODACA (DGE),0.0,15.58911907,10.58911907,20.58911907,179.8898264,57.82873735,22.84437215,0
2020-01-02,APODACA (DGE),0.0,19.10159514,14.10159514,24.10159514,201.6716071,41.74346317,25.74681741,0
2020-01-03,APODACA (DGE),0.821088289,22.01435693,17.01435693,27.01435693,188.7028351,51.60489624,36.0626552,1
2020-01-04,APODACA (DGE),4.599410969,24.5438458,19.5438458,29.5438458,250.6002284,53.1237821,30.96367583,1
2020-01-05,APODACA (DGE),11.13197766,30.39096374,25.39096374,35.39096374,272.1576011,48.57853463,26.69343659,1
2020-01-06,APODACA (DGE),65.44186222,31.74463076,26.74463076,36.74463076,252.8547103,58.20158187,24.67655697,1
2020-01-07,APODACA (DGE),65.73412762,29.07459721,24.07459721,34.07459721,261.0476254,61.91707497,24.5814102,1
2020-01-08,APODACA (DGE),53.20680807,25.21294029,20.21294029,30.21294029,247.6804208,62.29214784,28.01547342,1
2020-01-09,APODACA (DGE),51.88298697,26.97037983,21.97037983,31.97037983,223.9716297,62.75390738,24.24142783,1
2020-01-10,APODACA (DGE),58.00038867,19.67893701,14.67893701,24.67893701,213.2729207,60.57368305,29.360985,1
2020-01-11,APODACA (DGE),25.27369903,13.92830469,8.928304686,18.92830469,181.6878425,59.33128072,23.8863965,1
2020-01-12,APODACA (DGE),25.97757949,16.90523349,11.90523349,21.90523349,156.2551862,41.63079296,24.29812471,1
2021-01-01,APODACA (DGE),0.0,14.02266274,9.022662742,19.02266274,196.98177,54.24066862,25.19723524,0
2021-01-02,APODACA (DGE),0.0,15.36836837,10.36836837,20.36836837,199.2151388,28.67404374,30.06318705,0
2021-01-03,APODACA (DGE),0.0,28.48618594,23.48618594,33.48618594,254.6187438,48.18550931,24.46831499,0
2021-01-04,APODACA (DGE),24.93372271,29.40634522,24.40634522,34.40634522,220.4295641,32.13624535,21.88982597,1
2021-01-05,APODACA (DGE),38.74106375,29.92195041,24.92195041,34.92195041,279.347842,38.00302472,13.41928069,1
2021-01-06,APODACA (DGE),62.87021293,28.34360745,23.34360745,33.34360745,239.722682,51.45063746,28.96587844,1
2021-01-07,APODACA (DGE),62.81015917,28.01250646,23.01250646,33.01250646,260.9108367,46.29417238,18.25976444,1
2021-01-08,APODACA (DGE),59.27978985,27.04255981,22.04255981,32.04255981,249.8251781,51.68059806,20.02425759,1
2021-01-09,APODACA (DGE),61.91846872,17.64586991,12.64586991,22.64586991,222.67715,64.28857708,17.62933934,1
2021-01-10,APODACA (DGE),41.2110849,18.65821356,13.65821356,23.65821356,213.7926395,45.51775384,21.53874835,1
2021-01-11,APODACA (DGE),0.466152864,15.27867303,10.27867303,20.27867303,207.3298704,52.77358462,24.8886051,1
2021-01-12,APODACA (DGE),14.83123466,13.97781599,8.977815992,18.97781599,157.8047844,58.23279916,26.12880762,1
2011-01-01,CERRALVO (DGE),0.0,17.62835866,12.62835866,22.62835866,175.785987,48.0665905,29.48398666,0
2011-01-02,CERRALVO (DGE),0.0,15.74273097,10.74273097,20.74273097,193.9364196,46.64833027,16.27733556,0
2011-01-03,CERRALVO (DGE),0.0,21.63291936,16.63291936,26.63291936,218.275736,35.17768576,30.75832792,0
2011-01-04,CERRALVO (DGE),8.468454117,26.07510615,21.07510615,31.07510615,251.0096246,42.11923746,27.28177987,1
2011-01-05,CERRALVO (DGE),24.49388031,27.13503215,22.13503215,32.13503215,271.9029826,64.91673859,28.62414687,1
2011-01-06,CERRALVO (DGE),63.84466348,28.95873879,23.95873879,33.95873879,246.0357041,64.90137522,35.27257445,1
2011-01-07,CERRALVO (DGE),87.78311776,28.25663135,23.25663135,33.25663135,245.9817551,39.34317302,16.58133716,1
2011-01-08,CERRALVO (DGE),68.38932072,29.21135592,24.21135592,34.21135592,242.8750605,53.023229,31.87798482,1
2011-01-09,CERRALVO (DGE),58.57958647,26.07106291,21.07106291,31.07106291,249.8814161,48.68888661,22.11232868,1
2011-01-10,CERRALVO (DGE),60.4585707,17.30495011,12.30495011,22.30495011,177.6516717,62.81238654,31.08223694,1
2011-01-11,CERRALVO (DGE),32.33267406,12.54606726,7.546067262,17.54606726,158.255836,51.07229288,22.50064483,1
2011-01-12,CERRALVO (DGE),4.883606018,16.04392631,11.04392631,21.04392631,180.9976898,63.7814268,20.04688388,1
2012-01-01,CERRALVO (DGE),0.0,16.58976016,11.58976016,21.58976016,183.4199049,65.32380383,27.10268353,0
2012-01-02,CERRALVO (DGE),17.72163656,19.0800356,14.0800356,24.0800356,210.9325117,46.76485053,25.07143606,1
2012-01-03,CERRALVO (DGE),9.023149906,25.22595634,20.22595634,30.22595634,230.9385542,49.16828228,31.88667515,1
2012-01-04,CERRALVO (DGE),0.0,23.155531,18.155531,28.155531,255.2245134,50.14108356,28.02756826,0
2012-01-05,CERRALVO (DGE),30.96611284,30.07009462,25.07009462,35.07009462,251.0852279,55.70486086,29.97207264,1
2012-01-06,CERRALVO (DGE),68.30825906,34.02710859,29.02710859,39.02710859,273.6614767,52.73911087,17.38413768,1
2012-01-07,CERRALVO (DGE),56.66984513,28.54203908,23.54203908,33.54203908,279.0560635,43.88998876,28.9817001,1
2012-01-08,CERRALVO (DGE),69.97567425,25.64566377,20.64566377,30.64566377,248.7334095,46.08843628,22.85481376,1
2012-01-09,CERRALVO (DGE),39.06922756,21.50409159,16.50409159,26.50409159,212.8004778,44.84019011,27.08436531,1
2012-01-10,CERRALVO (DGE),59.87947929,18.46438901,13.46438901,23.46438901,209.9312279,55.75561926,23.52471905,1
2012-01-11,CERRALVO (DGE),23.05715571,15.69744124,10.69744124,20.69744124,185.3052365,63.97844307,30.95586522,1
2012-01-12,CERRALVO (DGE),1.877904902,13.79598744,8.79598744,18.79598744,180.0652671,60.67997778,29.69484734,1
2013-01-01,CERRALVO (DGE),0.0,12.56375146,7.563751465,17.56375146,161.7146842,52.72633514,26.7111279,0
2013-01-02,CERRALVO (DGE),0.0,18.08913922,13.08913922,23.08913922,204.4683654,38.48773342,30.52498601,0
2013-01-03,CERRALVO (DGE),0.0,24.51522623,19.51522623,29.51522623,211.9982133,39.73374517,22.70931505,0
2013-01-04,CERRALVO (DGE),8.572778154,25.22304019,20.22304019,30.22304019,241.7599787,53.3396515,24.14410315,1
2013-01-05,CERRALVO (DGE),29.00831409,25.50975043,20.50975043,30.50975043,269.1767404,49.10796702,33.0514649,1
2013-01-06,CERRALVO (DGE),35.90652249,26.38340934,21.38340934,31.38340934,279.2710274,53.46527018,19.9578349,1
2013-01-07,CERRALVO (DGE),41.69478183,32.00299669,27.00299669,37.00299669,284.512926,25.12543241,22.70888485,1
2013-01-08,CERRALVO (DGE),94.96288082,25.04787488,20.04787488,30.04787488,237.6408165,47.17240672,19.39551513,1
2013-01-09,CERRALVO (DGE),39.06937999,24.10509462,19.10509462,29.10509462,192.3559464,52.47271452,29.43289746,1
2013-01-10,CERRALVO (DGE),28.23160552,16.15146319,11.15146319,21.15146319,213.1976878,55.3289172,21.91357147,1
2013-01-11,CERRALVO (DGE),48.03373505,17.48486822,12.48486822,22.48486822,180.7345202,40.99839772,22.93275648,1
2013-01-12,CERRALVO (DGE),14.29580116,13.62281034,8.622810342,18.62281034,184.0843577,34.7022592,17.52868235,1
2014-01-01,CERRALVO (DGE),0.0,14.08870794,9.088707942,19.08870794,167.2930006,32.31943281,25.09772922,0
2014-01-02,CERRALVO (DGE),0.0,19.30695796,14.30695796,24.30695796,196.033592,48.67395922,30.88500318,0
2014-01-03,CERRALVO (DGE),0.0,23.07277844,18.07277844,28.07277844,194.9327925,41.6163812,18.93671434,0
2014-01-04,CERRALVO (DGE),21.72913803,25.86917953,20.86917953,30.86917953,244.7974513,38.93267012,23.50153252,1
2014-01-05,CERRALVO (DGE),18.54802045,29.69511326,24.69511326,34.69511326,248.4349032,63.29794365,16.62209775,1
2014-01-06,CERRALVO (DGE),37.90220251,33.35440102,28.35440102,38.35440102,263.4729188,36.85121336,26.09535781,1
2014-01-07,CERRALVO (DGE),57.51013252,27.25646272,22.25646272,32.25646272,246.863208,77.68373606,23.7422405,1
2014-01-08,CERRALVO (DGE),41.1164896,28.98741952,23.98741952,33.98741952,254.1660636,42.33533569,20.33440456,1
2014-01-09,CERRALVO (DGE),74.74310809,21.50616335,16.50616335,26.50616335,191.1103327,67.87239965,22.83004769,1
2014-01-10,CERRALVO (DGE),72.43357605,20.55686992,15.55686992,25.55686992,179.9848568,60.33189864,21.74278725,1
2014-01-11,CERRALVO (DGE),1.999491198,14.22260044,9.222600438,19.22260044,182.6632923,45.37263352,23.4647583,1
2014-01-12,CERRALVO (DGE),27.15349067,14.21298796,9.212987961,19.21298796,157.3505253,57.02030324,25.98837783,1
2015-01-01,CERRALVO (DGE),0.0,15.9285026,10.9285026,20.9285026,182.5761604,50.2012113,29.45850291,0
2015-01-02,CERRALVO (DGE),0.0,18.67299958,13.67299958,23.67299958,171.4956094,54.07090383,34.76529848,0
2015-01-03,CERRALVO (DGE),0.0,20.48039574,15.48039574,25.48039574,209.3497684,51.29998226,19.68481864,0
2015-01-04,CERRALVO (DGE),16.31871068,27.69367989,22.69367989,32.69367989,253.0152082,32.31584574,29.97583833,1
2015-01-05,CERRALVO (DGE),44.06051121,30.58852597,25.58852597,35.58852597,268.8939039,52.20189314,30.16194699,1
2015-01-06,CERRALVO (DGE),78.85270231,28.09391907,23.09391907,33.09391907,286.1718809,49.13782902,24.35163474,1
2015-01-07,CERRALVO (DGE),41.5930558,28.35862441,23.35862441,33.35862441,248.3422958,45.3614557,19.50906808,1
2015-01-08,CERRALVO (DGE),63.26637419,25.18777929,20.18777929,30.18777929,246.4513238,33.85250138,17.77240926,1
2015-01-09,CERRALVO (DGE),70.06973021,20.40512377,15.40512377,25.40512377,236.1179469,52.25269722,28.03381075,1
2015-01-10,CERRALVO (DGE),71.16038481,17.38057838,12.38057838,22.38057838,186.3826994,58.71702586,27.54756782,1
2015-01-11,CERRALVO (DGE),27.19004535,17.8547127,12.8547127,22.8547127,173.5150652,50.32773638,25.10611325,1
2015-01-12,CERRALVO (DGE),0.0,14.15517078,9.155170779,19.15517078,190.9514027,54.44968315,25.15531713,0
2016-01-01,CERRALVO (DGE),0.0,15.73353083,10.73353083,20.73353083,187.9452292,56.09238831,23.34067569,0
2016-01-02,CERRALVO (DGE),0.0,18.95987948,13.95987948,23.95987948,179.8920752,51.68230541,14.19348057,0
2016-01-03,CERRALVO (DGE),2.596989496,23.32068611,18.32068611,28.32068611,231.2131919,46.04953148,26.54523418,1
2016-01-04,CERRALVO (DGE),31.35930768,28.8275393,23.8275393,33.8275393,244.5624095,51.39319631,30.55455572,1
2016-01-05,CERRALVO (DGE),7.487969771,28.28205174,23.28205174,33.28205174,283.334827,59.75200542,26.84631889,1
2016-01-06,CERRALVO (DGE),27.41251392,29.90017953,24.90017953,34.90017953,261.1512691,53.31038903,20.95326658,1
2016-01-07,CERRALVO (DGE),49.25516523,24.79847267,19.79847267,29.79847267,281.6283405,46.00229489,25.78572892,1
2016-01-08,CERRALVO (DGE),69.96642825,23.86513213,18.86513213,28.86513213,226.1140263,39.94684874,21.38415781,1
2016-01-09,CERRALVO (DGE),70.14010986,20.40856467,15.40856467,25.40856467,246.1973595,60.27151036,29.04179775,1
2016-01-10,CERRALVO (DGE),48.20511646,21.02856147,16.02856147,26.02856147,191.7299155,49.68738586,25.8498727,1
2016-01-11,CERRALVO (DGE),40.52734561,16.34561293,11.34561293,21.34561293,169.5718506,44.67006281,28.19951479,1
2016-01-12,CERRALVO (DGE),20.72854876,13.21329775,8.21329775,18.21329775,146.192179,47.92683904,28.11762899,1
2017-01-01,CERRALVO (DGE),22.44023654,12.67588085,7.675880845,17.67588085,170.300161,46.10596438,31.7790267,1
2017-01-02,CERRALVO (DGE),0.0,16.18534688,11.18534688,21.18534688,203.3804292,45.9536148,18.87806363,0
2017-01-03,CERRALVO (DGE),0.0,25.46808391,20.46808391,30.46808391,225.7631383,51.07760055,23.75053132,0
2017-01-04,CERRALVO (DGE),14.38223263,26.56047189,21.56047189,31.56047189,249.3825324,51.1484509,29.34399169,1
2017-01-05,CERRALVO (DGE),30.34656519,26.97232556,21.97232556,31.97232556,254.1149268,30.20981307,35.13408558,1
2017-01-06,CERRALVO (DGE),62.94131888,28.33985901,23.33985901,33.33985901,265.7723273,43.63123526,32.71273606,1
2017-01-07,CERRALVO (DGE),43.34285869,29.15715535,24.15715535,34.15715535,261.6733526,58.26838631,24.47995386,1
2017-01-08,CERRALVO (DGE),43.62686685,25.49776433,20.49776433,30.49776433,230.4175667,50.79579547,32.17088518,1
2017-01-09,CERRALVO (DGE),38.54963749,20.39955453,15.39955453,25.39955453,211.7096057,46.18368905,28.70062832,1
2017-01-10,CERRALVO (DGE),47.39683374,18.83160545,13.83160545,23.83160545,185.6134043,52.29924345,28.88898815,1
2017-01-11,CERRALVO (DGE),19.01550675,16.63451301,11.63451301,21.63451301,177.4843213,60.4546024,23.9929005,1
2017-01-12,CERRALVO (DGE),15.71866983,13.91878754,8.918787537,18.91878754,168.5568161,52.58930428,27.68403735,1
2018-01-01,CERRALVO (DGE),0.0,17.93906399,12.93906399,22.93906399,148.8037842,43.1518789,24.52865465,0
2018-01-02,CERRALVO (DGE),0.0,21.15234506,16.15234506,26.15234506,167.1256277,44.92305872,14.36583256,0
2018-01-03,CERRALVO (DGE),0.0,22.54336717,17.54336717,27.54336717,243.8619361,51.20634761,30.22012565,0
2018-01-04,CERRALVO (DGE),18.75755622,25.12950361,20.12950361,30.12950361,223.8655888,52.75002298,17.53948991,1
2018-01-05,CERRALVO (DGE),49.42810609,28.60407903,23.60407903,33.60407903,281.2289314,45.19785566,26.34425393,1
2018-01-06,CERRALVO (DGE),53.14023286,29.90991176,24.90991176,34.90991176,263.5101073,53.92456018,20.36918368,1
2018-01-07,CERRALVO (DGE),46.49948622,31.41385702,26.41385702,36.41385702,274.20879,50.65891609,33.32571191,1
2018-01-08,CERRALVO (DGE),65.98351722,28.64540644,23.64540644,33.64540644,247.6336113,39.7524925,34.24020096,1
2018-01-09,CERRALVO (DGE),79.50167885,21.75795794,16.75795794,26.75795794,230.9075689,45.96296566,29.14574518,1
2018-01-10,CERRALVO (DGE),14.13382152,15.96039733,10.96039733,20.96039733,209.6888962,47.50344462,26.03771147,1
2018-01-11,CERRALVO (DGE),9.798215068,18.76753076,13.76753076,23.76753076,194.5566745,47.99314782,22.97652072,1
2018-01-12,CERRALVO (DGE),25.44406542,17.9649409,12.9649409,22.9649409,184.3064038,71.71802667,20.38824335,1
2019-01-01,CERRALVO (DGE),0.0,12.69391453,7.693914534,17.69391453,183.3251396,51.7560355,24.24024438,0
2019-01-02,CERRALVO (DGE),2.138879422,20.46465721,15.46465721,25.46465721,172.1150639,44.03027972,29.10071797,1
